  0.01000000   -0.2065333358E-14    0.1145931462E-03
  0.02000000   -0.2367328717E-15    0.4581982938E-03
  0.03000000   -0.2985848695E-14    0.1030894456E-02
  0.04000000   -0.5267749622E-15    0.1832723452E-02
  0.05000000    0.2082497163E-15    0.2863756450E-02
  0.06000000   -0.8426787075E-15    0.4124099743E-02
  0.07000000    0.1526119160E-14    0.5613899615E-02
  0.08000000   -0.3856679527E-15    0.7333346589E-02
  0.09000000    0.1372836953E-15    0.9282679394E-02
  0.10000000    0.2087520113E-14    0.1146218880E-01
  0.11000000    0.7575753795E-15    0.1387222243E-01
  0.12000000   -0.2933093467E-15    0.1651319192E-01
  0.13000000    0.5031843123E-15    0.1938558520E-01
  0.14000000    0.2516111562E-14    0.2248999020E-01
  0.15000000    0.1050719036E-14    0.2582713708E-01
  0.16000000    0.3333461240E-15    0.2939791067E-01
  0.17000000    0.3516801636E-15    0.3320296634E-01
  0.18000000    0.3291022846E-14    0.3724079933E-01
  0.19000000   -0.1071753705E-14    0.4150242407E-01
  0.20000000    0.7401276584E-15    0.4596173911E-01
  0.21000000    0.1517999080E-14    0.5056385246E-01
  0.22000000    0.2140522226E-14    0.5521698803E-01
  0.23000000    0.2856346434E-14    0.5979354533E-01
  0.24000000    0.2985211610E-14    0.6414149544E-01
  0.25000000    0.1182734980E-14    0.6810185965E-01
  0.26000000    0.3850228314E-14    0.7152573097E-01
  0.27000000    0.7648284674E-16    0.7428606167E-01
  0.28000000    0.2414869188E-14    0.7628288066E-01
  0.29000000    0.2078518376E-14    0.7744318200E-01
  0.30000000   -0.6076071154E-15    0.7771763101E-01
  0.31000000    0.1028591302E-14    0.7707597568E-01
  0.32000000   -0.5284317969E-15    0.7550239618E-01
  0.33000000    0.3424018829E-15    0.7299138646E-01
  0.34000000    0.7356316072E-15    0.6954441417E-01
  0.35000000    0.1677286501E-14    0.6516730990E-01
  0.36000000    0.1986098309E-14    0.5986830169E-01
  0.37000000    0.4196825536E-14    0.5365655231E-01
  0.38000000    0.2023128235E-14    0.4654107574E-01
  0.39000000    0.4808747906E-14    0.3852992094E-01
  0.40000000    0.7268824832E-15    0.2962953314E-01
  0.41000000    0.1035066182E-14    0.1984421219E-01
  0.42000000    0.9706348341E-15    0.9175578407E-02
  0.43000000    0.1636791508E-06   -0.2378380468E-02
  0.44000000    0.6854063494E-05   -0.1482640862E-01
  0.45000000    0.2659897872E-04   -0.2815664627E-01
  0.46000000    0.6436293597E-04   -0.4230844047E-01
  0.47000000    0.1249019056E-03   -0.5715981092E-01
  0.48000000    0.2235005578E-03   -0.7333269377E-01
